"No.","Time","Source","Destination","Length","Protocol","Info","New Column"
"149205","169.272982","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1500","802.11","QoS Data, SN=3984, FN=0, Flags=.p..R.F.C","149205"
"149238","169.280704","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4000, FN=0, Flags=.p..R.F.C","149238"
"149239","169.280706","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4001, FN=0, Flags=.p..R.F.C","149239"
"149240","169.280708","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4002, FN=0, Flags=.p..R.F.C","149240"
"149241","169.280710","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4003, FN=0, Flags=.p..R.F.C","149241"
"149242","169.280712","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4004, FN=0, Flags=.p..R.F.C","149242"
"149243","169.280713","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4005, FN=0, Flags=.p..R.F.C","149243"
"149244","169.280715","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4006, FN=0, Flags=.p..R.F..","149244"
"149245","169.280716","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4007, FN=0, Flags=.p..R.F.C","149245"
"149246","169.280718","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4008, FN=0, Flags=.p..R.F.C","149246"
"149304","169.320478","Azurewav_7d:aa:ff","IPv4mcast_fc","150","802.11","QoS Data, SN=233, FN=0, Flags=.p..R..TC","149304"
"149305","169.320932","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","170","802.11","QoS Data, SN=216, FN=0, Flags=.p..R..TC","149305"
"149323","169.405942","Azurewav_7d:aa:ff","IPv4mcast_fc","150","802.11","QoS Data, SN=236, FN=0, Flags=.p..R..TC","149323"
"149331","169.437084","Apple_77:2c:75","D-LinkIn_80:0f:6b","148","802.11","QoS Data, SN=629, FN=0, Flags=.p..R..T.","149331"
"149336","169.452284","Azurewav_7d:aa:ff","Broadcast","178","802.11","QoS Data, SN=237, FN=0, Flags=.p..R..TC","149336"
"149341","169.459446","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","176","802.11","QoS Data, SN=217, FN=0, Flags=.p..R..TC","149341"
"149387","169.479440","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4047, FN=0, Flags=.p..R.F.C","149387"
"149388","169.479444","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4048, FN=0, Flags=.p..R.F.C","149388"
"149389","169.479448","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4049, FN=0, Flags=.p..R.F.C","149389"
"149390","169.479451","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4050, FN=0, Flags=.p..R.F.C","149390"
"149391","169.479455","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4051, FN=0, Flags=.p..R.F.C","149391"
"149392","169.479459","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4052, FN=0, Flags=.p..R.F.C","149392"
"149393","169.479463","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4053, FN=0, Flags=.p..R.F.C","149393"
"149394","169.479466","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4054, FN=0, Flags=.p..R.F.C","149394"
"149395","169.479471","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=4055, FN=0, Flags=.p..R.F.C","149395"
"149446","169.528871","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=479, FN=0, Flags=.p..R.F.C","149446"
"149448","169.530221","HonHaiPr_d8:4f:0b","d4:6f:13:80:0f:6b","160","802.11","QoS Data, SN=676, FN=0, Flags=.p..R..T.","149448"
"149449","169.530222","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=677, FN=0, Flags=.p..R..TC","149449"
"149450","169.530223","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=678, FN=0, Flags=.p..R..TC","149450"
"149453","169.545406","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","301","802.11","QoS Data, SN=246, FN=0, Flags=.p..R..TC","149453"
"149454","169.546935","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","301","802.11","QoS Data, SN=246, FN=0, Flags=.p..R..TC","149454"
"149563","169.735283","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","170","802.11","QoS Data, SN=251, FN=0, Flags=.p..R..TC","149563"
"149566","169.761001","Azurewav_7d:aa:ff","IPv4mcast_fb","401","802.11","QoS Data, SN=253, FN=0, Flags=.p..R..TC","149566"
"149605","169.886988","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=20, FN=0, Flags=.p..R.F.C","149605"
"149606","169.886991","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=21, FN=0, Flags=.p..R.F.C","149606"
"149607","169.886997","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=22, FN=0, Flags=.p..R.F.C","149607"
"149608","169.887000","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=23, FN=0, Flags=.p..R.F.C","149608"
"149609","169.887004","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=24, FN=0, Flags=.p..R.F.C","149609"
"149610","169.887007","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=25, FN=0, Flags=.p..R.F.C","149610"
"149611","169.887010","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=26, FN=0, Flags=.p..R.F.C","149611"
"149612","169.887013","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=27, FN=0, Flags=.p..R.F.C","149612"
"149613","169.887017","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=28, FN=0, Flags=.p..R.F.C","149613"
"149668","169.895256","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","175","802.11","QoS Data, SN=257, FN=0, Flags=.p..R..TC","149668"
"149676","169.904424","Azurewav_7d:aa:ff","HewlettP_a9:6f:a6","416","802.11","QoS Data, SN=262, FN=0, Flags=.p..R..TC","149676"
"149685","169.984337","Azurewav_7d:aa:ff","HewlettP_a9:6f:a6","162","802.11","QoS Data, SN=263, FN=0, Flags=.p..R..TC","149685"
"149691","170.018236","Azurewav_7d:aa:ff","HewlettP_a9:6f:a6","168","802.11","QoS Data, SN=265, FN=0, Flags=.p..R..TC","149691"
"149696","170.019746","Azurewav_7d:aa:ff","HewlettP_a9:6f:a6","168","802.11","QoS Data, SN=265, FN=0, Flags=.p..R..TC","149696"
"149700","170.020978","Azurewav_7d:aa:ff","HewlettP_a9:6f:a6","176","802.11","QoS Data, SN=266, FN=0, Flags=.p..R..TC","149700"
"149701","170.020984","Azurewav_7d:aa:ff","HewlettP_a9:6f:a6","176","802.11","QoS Data, SN=267, FN=0, Flags=.p..R..TC","149701"
"149795","170.096687","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=92, FN=0, Flags=.p..R.F.C","149795"
"149796","170.096691","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","1508","802.11","QoS Data, SN=93, FN=0, Flags=.p..R.F.C","149796"
"149797","170.096694","D-LinkIn_80:0f:6b","IntelCor_18:89:2d","840","802.11","QoS Data, SN=94, FN=0, Flags=.p..R.F.C","149797"
"149834","170.208416","Azurewav_7d:aa:ff","Broadcast","178","802.11","QoS Data, SN=270, FN=0, Flags=.p..R..TC","149834"
"149840","170.210111","Azurewav_7d:aa:ff","Broadcast","178","802.11","QoS Data, SN=270, FN=0, Flags=.p..R..TC","149840"
"149877","170.284849","D-LinkIn_80:0f:6b","IntelCor_e3:85:4b","325","802.11","QoS Data, SN=2686, FN=0, Flags=.p..R.F.C","149877"
"149884","170.291643","D-LinkIn_80:0f:6b","IntelCor_e3:85:4b","160","802.11","QoS Data, SN=2687, FN=0, Flags=.p..R.F.C","149884"
"149885","170.291646","D-LinkIn_80:0f:6b","IntelCor_e3:85:4b","160","802.11","QoS Data, SN=2688, FN=0, Flags=.p..R.F.C","149885"
"149897","170.447909","Azurewav_7d:aa:ff","IPv6mcast_0c","239","802.11","QoS Data, SN=273, FN=0, Flags=.p..R..TC","149897"
"149907","170.497014","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","161","802.11","QoS Data, SN=279, FN=0, Flags=.p..R..TC","149907"
"149909","170.498528","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","161","802.11","QoS Data, SN=279, FN=0, Flags=.p..R..TC","149909"
"149946","170.512206","Apple_77:2c:75","D-LinkIn_80:0f:6b","172","802.11","QoS Data, SN=637, FN=0, Flags=.p..R..TC","149946"
"150020","170.521423","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","160","802.11","QoS Data, SN=282, FN=0, Flags=.p..R..TC","150020"
"150102","170.540853","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=683, FN=0, Flags=.p..R..TC","150102"
"150112","170.546571","Apple_77:2c:75","e4:c2:d6:a3:94:48","160","802.11","QoS Data, SN=3264, FN=7, Flags=.p..R..T.","150112"
"150147","170.556230","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=717, FN=0, Flags=.p..R..T.","150147"
"150150","170.556459","Apple_77:2c:75","e4:1c:13:40:ed:ef","160","802.11","QoS Data, SN=3146, FN=14, Flags=.p..R..T.","150150"
"150153","170.556736","34:a3:32:77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=717, FN=0, Flags=.p..R..T.","150153"
"150310","170.582605","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=797, FN=0, Flags=.p..R..TC","150310"
"150362","170.593101","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=835, FN=0, Flags=.p..R..TC","150362"
"150363","170.593111","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=836, FN=0, Flags=.p..R..TC","150363"
"150370","170.599685","Apple_77:2c:75","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=837, FN=0, Flags=.p..R..T.","150370"
"150388","170.602672","Apple_77:2c:75","ed:a2:7c:e4:f2:6b","160","LLC","I, N(R)=27, N(S)=34; DSAP 0xc8 Group, SSAP LLC Sub-Layer Management Command","150388"
"150436","170.609650","df:d8:29:2e:13:75","e4:6f:df:d1:3e:2c","160","LLC","I P, N(R)=111, N(S)=76; DSAP Banyan Vines Group, SSAP Spanning Tree BPDU Command","150436"
"150519","170.755024","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=303, FN=0, Flags=.p..R..TC","150519"
"150526","170.785525","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=306, FN=0, Flags=.p..R..TC","150526"
"150529","170.786520","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","164","802.11","QoS Data, SN=307, FN=0, Flags=.p..R..TC","150529"
"150531","170.787967","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","164","802.11","QoS Data, SN=307, FN=0, Flags=.p..R..TC","150531"
"150551","170.803367","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","160","802.11","QoS Data, SN=309, FN=0, Flags=.p..R..TC","150551"
"150596","170.908302","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=321, FN=0, Flags=.p..R..TC","150596"
"150598","170.940371","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=323, FN=0, Flags=.p..R..TC","150598"
"150610","170.975594","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=329, FN=0, Flags=.p..R..TC","150610"
"150629","171.041383","Azurewav_7d:aa:ff","IPv6mcast_16","176","802.11","QoS Data, SN=335, FN=0, Flags=.p..R..TC","150629"
"150635","171.043349","Azurewav_7d:aa:ff","IPv6mcast_16","176","802.11","QoS Data, SN=335, FN=0, Flags=.p..R..TC","150635"
"150643","171.048219","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=339, FN=0, Flags=.p..R..TC","150643"
"150645","171.048590","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=339, FN=0, Flags=.p..R..TC","150645"
"150648","171.074718","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","170","802.11","QoS Data, SN=223, FN=0, Flags=.p..R..TC","150648"
"150652","171.077846","Azurewav_7d:aa:ff","IPv6mcast_0c","273","802.11","QoS Data, SN=343, FN=0, Flags=.p..R..TC","150652"
"150653","171.077857","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","259","802.11","QoS Data, SN=344, FN=0, Flags=.p..R..TC","150653"
"150654","171.077860","Azurewav_7d:aa:ff","IPv4mcast_fc","158","802.11","QoS Data, SN=345, FN=0, Flags=.p..R..TC","150654"
"150657","171.081975","e3:ab:89:7d:aa:ff","IPv6mcast_0c","273","802.11","QoS Data, SN=343, FN=0, Flags=.p..R..T.","150657"
"150658","171.081982","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","259","802.11","QoS Data, SN=344, FN=0, Flags=.p..R..T.","150658"
"150659","171.081985","Azurewav_7d:aa:ff","IPv4mcast_fc","158","802.11","QoS Data, SN=345, FN=0, Flags=.p..R..TC","150659"
"150664","171.087898","Azurewav_7d:aa:ff","IPv6mcast_0c","273","802.11","QoS Data, SN=343, FN=0, Flags=.p..R..T.","150664"
"150665","171.087905","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","259","802.11","QoS Data, SN=344, FN=0, Flags=.p..R..T.","150665"
"150666","171.087907","Azurewav_7d:aa:ff","IPv4mcast_fc","158","802.11","QoS Data, SN=345, FN=0, Flags=.p..R..T.","150666"
"150668","171.090341","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","170","802.11","QoS Data, SN=348, FN=0, Flags=.p..R..TC","150668"
"150669","171.094588","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","170","802.11","QoS Data, SN=348, FN=0, Flags=.p..R..TC","150669"
"150678","171.119366","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","427","802.11","QoS Data, SN=353, FN=0, Flags=.p..R..TC","150678"
"150679","171.120360","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","427","802.11","QoS Data, SN=353, FN=0, Flags=.p..R..TC","150679"
"150724","171.295727","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=688, FN=0, Flags=.p..R..T.","150724"
"150725","171.295730","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","160","802.11","QoS Data, SN=689, FN=0, Flags=.p..R..T.","150725"
"150730","171.296677","HonHaiPr_98:4f:0b","D-LinkIn_80:0f:6b","206","802.11","QoS Data, SN=690, FN=0, Flags=.p..R..T.","150730"
"150733","171.297409","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=370, FN=0, Flags=.p..R..TC","150733"
"150743","171.346537","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=376, FN=0, Flags=.p..R..TC","150743"
"150746","171.352142","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=376, FN=0, Flags=.p..R..TC","150746"
"150750","171.356493","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=490, FN=0, Flags=.p..R.F.C","150750"
"150752","171.356839","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=490, FN=0, Flags=.p..R.F.C","150752"
"150754","171.357092","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=490, FN=0, Flags=.p..R.F.C","150754"
"150756","171.357744","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=490, FN=0, Flags=.p..R.F.C","150756"
"150758","171.358027","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=490, FN=0, Flags=.p..R.F.C","150758"
"150760","171.358761","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=490, FN=0, Flags=.p..R.F.C","150760"
"150762","171.359268","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","152","802.11","QoS Data, SN=490, FN=0, Flags=.p..R.F.C","150762"
"150764","171.359707","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","160","802.11","QoS Data, SN=490, FN=0, Flags=.p..R.F.C","150764"
"150766","171.360933","D-LinkIn_80:0f:6b","HonHaiPr_98:4f:0b","160","802.11","QoS Data, SN=490, FN=0, Flags=.p..R.F.C","150766"
"150791","171.377792","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=381, FN=0, Flags=.p..R..TC","150791"
"150809","171.441691","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=388, FN=0, Flags=.p..R..TC","150809"
"150816","171.452031","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","154","802.11","QoS Data, SN=389, FN=0, Flags=.p..R..TC","150816"
"150825","171.469046","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=390, FN=0, Flags=.p..R..TC","150825"
"150830","171.503495","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=392, FN=0, Flags=.p..R..TC","150830"
"150836","171.527333","Azurewav_7d:aa:ff","IPv6mcast_01:00:03","170","802.11","QoS Data, SN=394, FN=0, Flags=.p..R..TC","150836"
"150846","171.536203","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","796","802.11","QoS Data, SN=399, FN=0, Flags=.p..R..TC","150846"
"150855","171.551122","Azurewav_7d:aa:ff","IPv6mcast_fb","188","802.11","QoS Data, SN=407, FN=0, Flags=.p..R..TC","150855"
"150856","171.553935","Azurewav_7d:aa:ff","IPv6mcast_fb","188","802.11","QoS Data, SN=407, FN=0, Flags=.p..R..TC","150856"
"150858","171.554469","Azurewav_7d:aa:ff","IPv4mcast_fb","168","802.11","QoS Data, SN=408, FN=0, Flags=.p..R..TC","150858"
"150859","171.555695","Azurewav_7d:aa:ff","IPv4mcast_fb","168","802.11","QoS Data, SN=408, FN=0, Flags=.p..R..TC","150859"
"150864","171.564697","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=411, FN=0, Flags=.p..R..TC","150864"
"150865","171.566581","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=411, FN=0, Flags=.p..R..TC","150865"
"150873","171.604770","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=414, FN=0, Flags=.p..R..TC","150873"
"150874","171.605529","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=414, FN=0, Flags=.p..R..TC","150874"
"150881","171.656357","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=418, FN=0, Flags=.p..R..TC","150881"
"150882","171.658259","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=418, FN=0, Flags=.p..R..TC","150882"
"150892","171.754881","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=425, FN=0, Flags=.p..R..TC","150892"
"150898","171.828340","Azurewav_7d:aa:ff","Broadcast","178","802.11","QoS Data, SN=430, FN=0, Flags=.p..R..TC","150898"
"150902","171.836325","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=432, FN=0, Flags=.p..R..TC","150902"
"150907","171.859327","Azurewav_7d:aa:ff","Broadcast","178","802.11","QoS Data, SN=434, FN=0, Flags=.p..R..TC","150907"
"150908","171.860552","Azurewav_7d:aa:ff","Broadcast","178","802.11","QoS Data, SN=434, FN=0, Flags=.p..R..TC","150908"
"150913","171.936285","Azurewav_7d:aa:ff","IPv6mcast_0c","239","802.11","QoS Data, SN=437, FN=0, Flags=.p..R..TC","150913"
"150914","171.938386","Azurewav_7d:aa:ff","IPv6mcast_0c","239","802.11","QoS Data, SN=437, FN=0, Flags=.p..R..TC","150914"
"150917","171.962968","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=441, FN=0, Flags=.p..R..TC","150917"
"150918","171.963685","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=441, FN=0, Flags=.p..R..TC","150918"
"150920","171.965276","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=442, FN=0, Flags=.p..R..TC","150920"
"150925","171.986741","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=444, FN=0, Flags=.p..R..TC","150925"
"150926","171.989439","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=444, FN=0, Flags=.p..R..TC","150926"
"150929","172.011694","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","160","802.11","QoS Data, SN=445, FN=0, Flags=.p..R..TC","150929"
"150930","172.014577","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","160","802.11","QoS Data, SN=445, FN=0, Flags=.p..R..TC","150930"
"150931","172.015591","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","160","802.11","QoS Data, SN=445, FN=0, Flags=.p..R..TC","150931"
"150936","172.035689","Azurewav_7d:aa:ff","IPv6mcast_0c","1246","802.11","QoS Data, SN=448, FN=0, Flags=.p..R..TC","150936"
"150937","172.036739","Azurewav_7d:aa:ff","IPv6mcast_0c","1246","802.11","QoS Data, SN=448, FN=0, Flags=.p..R..TC","150937"
"150941","172.058935","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","261","802.11","QoS Data, SN=449, FN=0, Flags=.p..R..TC","150941"
"150947","172.081380","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=450, FN=0, Flags=.p..R..TC","150947"
"150949","172.086494","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=451, FN=0, Flags=.p..R..TC","150949"
"150982","172.146094","Azurewav_7d:aa:ff","IPv6mcast_0c","772","802.11","QoS Data, SN=454, FN=0, Flags=.p..R..TC","150982"
"150993","172.166540","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=460, FN=0, Flags=.p..R..TC","150993"
"150994","172.167298","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=460, FN=0, Flags=.p..R..TC","150994"
"150996","172.170301","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=460, FN=0, Flags=.p..R..TC","150996"
"151007","172.191446","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=463, FN=0, Flags=.p..R..TC","151007"
"151008","172.192209","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=463, FN=0, Flags=.p..R..TC","151008"
"151010","172.193846","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=463, FN=0, Flags=.p..R..TC","151010"
"151016","172.209869","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=466, FN=0, Flags=.p..R..TC","151016"
"151017","172.212814","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=466, FN=0, Flags=.p..R..TC","151017"
"151018","172.216501","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=466, FN=0, Flags=.p..R..TC","151018"
"151020","172.220760","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=467, FN=0, Flags=.p..R..TC","151020"
"151028","172.225377","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","1520","802.11","QoS Data, SN=468, FN=0, Flags=.p..R..TC","151028"
"151038","172.270168","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=472, FN=0, Flags=.p..R..TC","151038"
"151040","172.273832","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=473, FN=0, Flags=.p..R..TC","151040"
"151072","172.323173","Azurewav_7d:aa:ff","IPv6mcast_0c","772","802.11","QoS Data, SN=477, FN=0, Flags=.p..R..TC","151072"
"151084","172.343539","Azurewav_7d:aa:ff","IPv6mcast_0c","265","802.11","QoS Data, SN=478, FN=0, Flags=.p..R..TC","151084"
"151087","172.348780","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=479, FN=0, Flags=.p..R..TC","151087"
"151093","172.366324","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=482, FN=0, Flags=.p..R..TC","151093"
"151098","172.375041","Azurewav_7d:aa:ff","IPv4mcast_7f:ff:fa","251","802.11","QoS Data, SN=484, FN=0, Flags=.p..R..TC","151098"
"151119","172.397269","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=491, FN=0, Flags=.p..R..TC","151119"
"151127","172.408185","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=492, FN=0, Flags=.p..R..TC","151127"
"151139","172.422599","Azurewav_7d:aa:ff","TendaTec_5d:72:b0","152","802.11","QoS Data, SN=494, FN=0, Flags=.p..R..TC","151139"
